id,user_id,research_id,viewed_at,created_at
155,084bb1aa-9506-49fd-8f5a-49bdc7731cd8,artikel-pp19-revisi-royalti-minerba,2026-05-09 23:54:18.794588+00,2026-05-10 03:10:07.39644+00
156,084bb1aa-9506-49fd-8f5a-49bdc7731cd8,artikel-pp19-revisi-royalti-minerba,2026-05-09 23:54:37.864903+00,2026-05-10 03:10:07.39644+00
157,084bb1aa-9506-49fd-8f5a-49bdc7731cd8,artikel-pp19-revisi-royalti-minerba,2026-05-09 23:59:42.72461+00,2026-05-10 03:10:07.39644+00
158,084bb1aa-9506-49fd-8f5a-49bdc7731cd8,artikel-cpo-investment-thesis,2026-05-10 00:01:28.491448+00,2026-05-10 03:10:07.39644+00
159,74126dc8-1e36-457a-bbf8-51277b12ef68,powr,2026-05-10 00:02:17.487802+00,2026-05-10 03:10:07.39644+00
160,7e5f2b05-cfa0-49f3-847a-01a6318376ba,artikel-pp19-revisi-royalti-minerba,2026-05-10 00:03:59.696412+00,2026-05-10 03:10:07.39644+00
161,7e5f2b05-cfa0-49f3-847a-01a6318376ba,artikel-pp19-revisi-royalti-minerba,2026-05-10 00:37:48.357071+00,2026-05-10 03:10:07.39644+00
162,7e5f2b05-cfa0-49f3-847a-01a6318376ba,artikel-pp19-revisi-royalti-minerba,2026-05-10 00:42:33.707257+00,2026-05-10 03:10:07.39644+00
163,74126dc8-1e36-457a-bbf8-51277b12ef68,powr,2026-05-10 00:59:52.171233+00,2026-05-10 03:10:07.39644+00
164,7e5f2b05-cfa0-49f3-847a-01a6318376ba,artikel-pp19-revisi-royalti-minerba,2026-05-10 01:00:25.079278+00,2026-05-10 03:10:07.39644+00
165,74126dc8-1e36-457a-bbf8-51277b12ef68,powr,2026-05-10 01:10:34.722149+00,2026-05-10 03:10:07.39644+00
166,084bb1aa-9506-49fd-8f5a-49bdc7731cd8,powr,2026-05-10 01:34:42.175618+00,2026-05-10 03:10:07.39644+00
167,084bb1aa-9506-49fd-8f5a-49bdc7731cd8,powr,2026-05-10 01:34:59.137702+00,2026-05-10 03:10:07.39644+00
168,084bb1aa-9506-49fd-8f5a-49bdc7731cd8,powr,2026-05-10 01:35:18.237731+00,2026-05-10 03:10:07.39644+00
169,084bb1aa-9506-49fd-8f5a-49bdc7731cd8,artikel-pp19-revisi-royalti-minerba,2026-05-10 01:36:46.869087+00,2026-05-10 03:10:07.39644+00
170,2574c6d5-dc40-4831-b3d2-fd4b0b027176,powr,2026-05-10 01:37:12.501274+00,2026-05-10 03:10:07.39644+00
171,084bb1aa-9506-49fd-8f5a-49bdc7731cd8,powr,2026-05-10 01:44:14.400046+00,2026-05-10 03:10:07.39644+00
172,084bb1aa-9506-49fd-8f5a-49bdc7731cd8,powr,2026-05-10 01:44:19.483159+00,2026-05-10 03:10:07.39644+00
173,2574c6d5-dc40-4831-b3d2-fd4b0b027176,powr,2026-05-10 01:57:55.364671+00,2026-05-10 03:10:07.39644+00
174,084bb1aa-9506-49fd-8f5a-49bdc7731cd8,powr,2026-05-10 02:02:04.856076+00,2026-05-10 03:10:07.39644+00
175,2574c6d5-dc40-4831-b3d2-fd4b0b027176,powr,2026-05-10 02:15:59.741565+00,2026-05-10 03:10:07.39644+00
176,94c5ff2c-ab41-42ec-864f-832df48bf7fa,avia,2026-05-10 03:12:13.200389+00,2026-05-10 03:12:13.200389+00
177,a706a9a8-e35d-4cc0-8237-d546f1aa7533,pyfa,2026-05-10 06:01:54.31928+00,2026-05-10 06:01:54.31928+00
178,a706a9a8-e35d-4cc0-8237-d546f1aa7533,pyfa,2026-05-10 06:08:47.328377+00,2026-05-10 06:08:47.328377+00
179,caa892cd-5fcb-4b95-8d8d-d6f71e861bb8,pyfa,2026-05-10 06:10:37.313621+00,2026-05-10 06:10:37.313621+00
180,084bb1aa-9506-49fd-8f5a-49bdc7731cd8,artikel-pp19-revisi-royalti-minerba,2026-05-10 06:18:49.365518+00,2026-05-10 06:18:49.365518+00
181,a97e4c2c-99a3-4d6f-a136-7cc8a9e4093c,powr,2026-05-10 06:24:54.44661+00,2026-05-10 06:24:54.44661+00
182,a97e4c2c-99a3-4d6f-a136-7cc8a9e4093c,powr,2026-05-10 06:25:14.513686+00,2026-05-10 06:25:14.513686+00
183,a97e4c2c-99a3-4d6f-a136-7cc8a9e4093c,powr,2026-05-10 06:26:19.655341+00,2026-05-10 06:26:19.655341+00
184,a97e4c2c-99a3-4d6f-a136-7cc8a9e4093c,powr,2026-05-10 06:30:13.129236+00,2026-05-10 06:30:13.129236+00
185,a706a9a8-e35d-4cc0-8237-d546f1aa7533,pyfa,2026-05-10 07:33:50.411904+00,2026-05-10 07:33:50.411904+00
186,c8636545-84f5-4328-8583-371d8dd41923,pyfa,2026-05-10 08:56:18.054612+00,2026-05-10 08:56:18.054612+00
